path,noise,brightness_calc,contrast_calc,brightness,gamma,gain,exposure_absolute,contrast,saturation,hue,white_balance_temp,white_balance_auto,exposure_auto
assets/b-48_g72_g80_e900_c32_s40_h-10_w0_w6500_e0_1628852018.jpg,1.5228736043919395e-33,20.90496696852328,20.77251152402896,-48,72,80,900,32,40,-10,6500,False,False
assets/b-32_g72_g0_e100_c32_s40_h-10_w0_w6500_e0_1628852023.jpg,1.454889101564675e-17,0.9881292771799982,0.9848207336188278,-32,72,0,100,32,40,-10,6500,False,False
assets/b-32_g72_g0_e200_c32_s40_h-10_w0_w6500_e0_1628852028.jpg,8.573016246589878e-18,2.9717353660805546,2.962579074775968,-32,72,0,200,32,40,-10,6500,False,False
assets/b-32_g72_g0_e300_c32_s40_h-10_w0_w6500_e0_1628852033.jpg,1.5228736043919395e-33,4.844333207445993,4.826971479880054,-32,72,0,300,32,40,-10,6500,False,False
assets/b-32_g72_g0_e400_c32_s40_h-10_w0_w6500_e0_1628852039.jpg,1.5228736043919395e-33,6.57741251233705,6.550545452590041,-32,72,0,400,32,40,-10,6500,False,False
assets/b-32_g72_g0_e500_c32_s40_h-10_w0_w6500_e0_1628852044.jpg,1.5228736043919395e-33,8.053107320715178,8.016428750480358,-32,72,0,500,32,40,-10,6500,False,False
assets/b-32_g72_g0_e600_c32_s40_h-10_w0_w6500_e0_1628852049.jpg,1.5228736043919395e-33,9.355182671071825,9.308426493429048,-32,72,0,600,32,40,-10,6500,False,False
assets/b-32_g72_g0_e700_c32_s40_h-10_w0_w6500_e0_1628852055.jpg,1.5228736043919395e-33,10.46966247084181,10.413137458768828,-32,72,0,700,32,40,-10,6500,False,False
assets/b-32_g72_g0_e800_c32_s40_h-10_w0_w6500_e0_1628852059.jpg,1.5228736043919395e-33,11.487827241583794,11.421843823137781,-32,72,0,800,32,40,-10,6500,False,False
assets/b-32_g72_g0_e900_c32_s40_h-10_w0_w6500_e0_1628852065.jpg,1.5228736043919395e-33,12.373650952782205,12.298776745870947,-32,72,0,900,32,40,-10,6500,False,False
assets/b-32_g72_g20_e100_c32_s40_h-10_w0_w6500_e0_1628852070.jpg,1.454889101564675e-17,1.4077283400620664,1.4044964988670579,-32,72,20,100,32,40,-10,6500,False,False
assets/b-32_g72_g20_e200_c32_s40_h-10_w0_w6500_e0_1628852076.jpg,8.573016246589878e-18,4.221445588073987,4.210392891260863,-32,72,20,200,32,40,-10,6500,False,False
assets/b-32_g72_g20_e300_c32_s40_h-10_w0_w6500_e0_1628852081.jpg,1.5228736043919395e-33,6.8152333816056245,6.793116456418513,-32,72,20,300,32,40,-10,6500,False,False
assets/b-32_g72_g20_e400_c32_s40_h-10_w0_w6500_e0_1628852086.jpg,1.5228736043919395e-33,9.123242790135174,9.088628647349061,-32,72,20,400,32,40,-10,6500,False,False
assets/b-32_g72_g20_e500_c32_s40_h-10_w0_w6500_e0_1628852091.jpg,1.5228736043919395e-33,10.995246663879806,10.94775716272115,-32,72,20,500,32,40,-10,6500,False,False
assets/b-32_g72_g20_e600_c32_s40_h-10_w0_w6500_e0_1628852095.jpg,1.5228736043919395e-33,12.644146754964575,12.584014488266842,-32,72,20,600,32,40,-10,6500,False,False
assets/b-32_g72_g20_e700_c32_s40_h-10_w0_w6500_e0_1628852101.jpg,1.5228736043919395e-33,14.03426425064161,13.961471542818956,-32,72,20,700,32,40,-10,6500,False,False
assets/b-32_g72_g20_e800_c32_s40_h-10_w0_w6500_e0_1628852106.jpg,1.5228736043919395e-33,15.26765044678675,15.183043686032175,-32,72,20,800,32,40,-10,6500,False,False
assets/b-32_g72_g20_e900_c32_s40_h-10_w0_w6500_e0_1628852112.jpg,1.5228736043919395e-33,16.323581245583306,16.22768239747308,-32,72,20,900,32,40,-10,6500,False,False
assets/b-32_g72_g40_e100_c32_s40_h-10_w0_w6500_e0_1628852117.jpg,1.4548891015646755e-17,1.9467488970474365,1.94271592324357,-32,72,40,100,32,40,-10,6500,False,False
assets/b-32_g72_g40_e200_c32_s40_h-10_w0_w6500_e0_1628852123.jpg,1.0287619495907855e-17,5.612332423869806,5.598280629808519,-32,72,40,200,32,40,-10,6500,False,False
assets/b-32_g72_g40_e300_c32_s40_h-10_w0_w6500_e0_1628852128.jpg,1.5228736043919395e-33,8.811953947945272,8.783650506296544,-32,72,40,300,32,40,-10,6500,False,False
assets/b-32_g72_g40_e400_c32_s40_h-10_w0_w6500_e0_1628852133.jpg,1.5228736043919395e-33,11.391071617103073,11.346996547614635,-32,72,40,400,32,40,-10,6500,False,False
assets/b-32_g72_g40_e500_c32_s40_h-10_w0_w6500_e0_1628852138.jpg,1.5228736043919395e-33,13.41955420918186,13.359988270767486,-32,72,40,500,32,40,-10,6500,False,False
assets/b-32_g72_g40_e600_c32_s40_h-10_w0_w6500_e0_1628852144.jpg,1.5228736043919395e-33,15.117449730036798,15.04255011561364,-32,72,40,600,32,40,-10,6500,False,False
assets/b-32_g72_g40_e700_c32_s40_h-10_w0_w6500_e0_1628852149.jpg,1.5228736043919395e-33,16.500247496070983,16.411336476046788,-32,72,40,700,32,40,-10,6500,False,False
assets/b-32_g72_g40_e800_c32_s40_h-10_w0_w6500_e0_1628852154.jpg,1.5228736043919395e-33,17.67433176528624,17.571979860651624,-32,72,40,800,32,40,-10,6500,False,False
assets/b-32_g72_g40_e900_c32_s40_h-10_w0_w6500_e0_1628852159.jpg,1.5228736043919395e-33,18.686549995704635,18.571392065377424,-32,72,40,900,32,40,-10,6500,False,False
assets/b-32_g72_g60_e100_c32_s40_h-10_w0_w6500_e0_1628852164.jpg,1.4548891015646752e-17,2.506980720981545,2.5027018198103894,-32,72,60,100,32,40,-10,6500,False,False
assets/b-32_g72_g60_e200_c32_s40_h-10_w0_w6500_e0_1628852169.jpg,1.0287619495907855e-17,6.974703084969148,6.957444441360295,-32,72,60,200,32,40,-10,6500,False,False
assets/b-32_g72_g60_e300_c32_s40_h-10_w0_w6500_e0_1628852174.jpg,1.5228736043919395e-33,10.495028366219367,10.460420726841031,-32,72,60,300,32,40,-10,6500,False,False
assets/b-32_g72_g60_e400_c32_s40_h-10_w0_w6500_e0_1628852179.jpg,1.5228736043919395e-33,13.164275656287456,13.111453108371968,-32,72,60,400,32,40,-10,6500,False,False
assets/b-32_g72_g60_e500_c32_s40_h-10_w0_w6500_e0_1628852184.jpg,1.5228736043919395e-33,15.232842310183191,15.162770589846785,-32,72,60,500,32,40,-10,6500,False,False
assets/b-32_g72_g60_e600_c32_s40_h-10_w0_w6500_e0_1628852190.jpg,1.5228736043919395e-33,16.90115086504717,16.814035470770314,-32,72,60,600,32,40,-10,6500,False,False
assets/b-32_g72_g60_e700_c32_s40_h-10_w0_w6500_e0_1628852196.jpg,1.5228736043919395e-33,18.23165433127506,18.129142240001794,-32,72,60,700,32,40,-10,6500,False,False
assets/b-32_g72_g60_e800_c32_s40_h-10_w0_w6500_e0_1628852202.jpg,1.5228736043919395e-33,19.340480726552016,19.223639137799974,-32,72,60,800,32,40,-10,6500,False,False
assets/b-32_g72_g60_e900_c32_s40_h-10_w0_w6500_e0_1628852208.jpg,1.5228736043919395e-33,20.259569410997848,20.129183374715574,-32,72,60,900,32,40,-10,6500,False,False
assets/b-32_g72_g80_e100_c32_s40_h-10_w0_w6500_e0_1628852214.jpg,2.057523899181571e-17,3.0972032843377213,3.092389916196915,-32,72,80,100,32,40,-10,6500,False,False
assets/b-32_g72_g80_e200_c32_s40_h-10_w0_w6500_e0_1628852220.jpg,1.0287619495907855e-17,8.222534616436537,8.20169559170491,-32,72,80,200,32,40,-10,6500,False,False
assets/b-32_g72_g80_e300_c32_s40_h-10_w0_w6500_e0_1628852226.jpg,1.5228736043919395e-33,11.918581526791238,11.877920946588052,-32,72,80,300,32,40,-10,6500,False,False
assets/b-32_g72_g80_e400_c32_s40_h-10_w0_w6500_e0_1628852232.jpg,1.5228736043919395e-33,14.682597118640432,14.62128765595262,-32,72,80,400,32,40,-10,6500,False,False
assets/b-32_g72_g80_e500_c32_s40_h-10_w0_w6500_e0_1628852238.jpg,1.5228736043919395e-33,16.691764196661026,16.6114958964145,-32,72,80,500,32,40,-10,6500,False,False
assets/b-32_g72_g80_e600_c32_s40_h-10_w0_w6500_e0_1628852244.jpg,1.5228736043919395e-33,18.306573368900473,18.208481411370453,-32,72,80,600,32,40,-10,6500,False,False
assets/b-32_g72_g80_e700_c32_s40_h-10_w0_w6500_e0_1628852250.jpg,6.858412997271905e-18,19.54545643037513,19.435331018500428,-32,72,80,700,32,40,-10,6500,False,False
assets/b-32_g72_g80_e800_c32_s40_h-10_w0_w6500_e0_1628852255.jpg,0.5311469527430277,0.39948453313020893,0.3994617295046906,-32,72,80,800,32,40,-10,6500,False,False
assets/b-32_g72_g80_e900_c32_s40_h-10_w0_w6500_e0_1628852261.jpg,0.5178411964836446,0.38077395707764533,0.3807453980254651,-32,72,80,900,32,40,-10,6500,False,False
